ticker,date,close,volume
ADHI.JK,2025-11-11 16:00:00,264,10325200
ADHI.JK,2025-11-12 16:00:00,260,7620000
ADHI.JK,2025-11-13 16:00:00,258,7911500
ADHI.JK,2025-11-14 16:00:00,258,6921900
ADHI.JK,2025-11-17 16:00:00,260,10697600
ADHI.JK,2025-11-18 16:00:00,258,6037700
ADHI.JK,2025-11-19 16:00:00,256,4647900
ADHI.JK,2025-11-20 16:00:00,260,122531600
ADHI.JK,2025-11-21 16:00:00,258,12651600
ADHI.JK,2025-11-24 16:00:00,256,29296300
ADHI.JK,2025-11-25 16:00:00,250,58400000
ADHI.JK,2025-11-26 16:00:00,252,59852000
ADHI.JK,2025-11-27 16:00:00,250,11452500
ADHI.JK,2025-11-28 16:00:00,250,13002200
ADHI.JK,2025-12-01 16:00:00,244,21218600
ADHI.JK,2025-12-02 16:00:00,238,16017700
ADHI.JK,2025-12-03 16:00:00,242,94374400
ADHI.JK,2025-12-04 16:00:00,246,68712300
ADHI.JK,2025-12-05 16:00:00,248,68962500
ADHI.JK,2025-12-08 16:00:00,250,17072800
ADHI.JK,2025-12-09 16:00:00,246,10445400
ADHI.JK,2025-12-10 16:00:00,248,6646200
ADRO.JK,2025-11-11 16:00:00,1950,130750300
ADRO.JK,2025-11-12 16:00:00,1965,96844300
ADRO.JK,2025-11-13 16:00:00,1930,89248300
ADRO.JK,2025-11-14 16:00:00,1880,110646200
ADRO.JK,2025-11-17 16:00:00,1910,104434100
ADRO.JK,2025-11-18 16:00:00,1880,98428200
ADRO.JK,2025-11-19 16:00:00,1920,74350800
ADRO.JK,2025-11-20 16:00:00,1905,52140900
ADRO.JK,2025-11-21 16:00:00,1870,60223900
ADRO.JK,2025-11-24 16:00:00,1875,88910200
ADRO.JK,2025-11-25 16:00:00,1855,53971700
ADRO.JK,2025-11-26 16:00:00,1845,64919800
ADRO.JK,2025-11-27 16:00:00,1810,70755600
ADRO.JK,2025-11-28 16:00:00,1810,48940700
ADRO.JK,2025-12-01 16:00:00,1820,44059900
ADRO.JK,2025-12-02 16:00:00,1840,52388300
ADRO.JK,2025-12-03 16:00:00,1850,24998900
ADRO.JK,2025-12-04 16:00:00,1810,46528500
ADRO.JK,2025-12-05 16:00:00,1815,42791600
ADRO.JK,2025-12-08 16:00:00,1900,173167600
ADRO.JK,2025-12-09 16:00:00,1835,104418300
ADRO.JK,2025-12-10 16:00:00,1830,51947100
AMRT.JK,2025-11-11 16:00:00,1855,59392900
AMRT.JK,2025-11-12 16:00:00,1910,41836600
AMRT.JK,2025-11-13 16:00:00,1895,33061000
AMRT.JK,2025-11-14 16:00:00,1865,22844500
AMRT.JK,2025-11-17 16:00:00,1855,22978500
AMRT.JK,2025-11-18 16:00:00,1860,33913000
AMRT.JK,2025-11-19 16:00:00,1885,19845900
AMRT.JK,2025-11-20 16:00:00,1840,42749600
AMRT.JK,2025-11-21 16:00:00,1830,31362500
AMRT.JK,2025-11-24 16:00:00,1870,79110500
AMRT.JK,2025-11-25 16:00:00,1850,33209700
AMRT.JK,2025-11-26 16:00:00,1835,35469800
AMRT.JK,2025-11-27 16:00:00,1810,38515100
AMRT.JK,2025-11-28 16:00:00,1800,43014000
AMRT.JK,2025-12-01 16:00:00,1785,39847000
AMRT.JK,2025-12-02 16:00:00,1805,32182100
AMRT.JK,2025-12-03 16:00:00,1840,31159800
AMRT.JK,2025-12-04 16:00:00,1850,30075900
AMRT.JK,2025-12-05 16:00:00,1845,35267100
AMRT.JK,2025-12-08 16:00:00,1935,75794200
AMRT.JK,2025-12-09 16:00:00,1930,29492800
AMRT.JK,2025-12-10 16:00:00,1925,34795300
ANTM.JK,2025-11-11 16:00:00,2880,102211800
ANTM.JK,2025-11-12 16:00:00,2880,70551600
ANTM.JK,2025-11-13 16:00:00,2890,69463700
ANTM.JK,2025-11-14 16:00:00,3040,247808900
ANTM.JK,2025-11-17 16:00:00,3060,258066200
ANTM.JK,2025-11-18 16:00:00,3010,160550100
ANTM.JK,2025-11-19 16:00:00,3000,72939900
ANTM.JK,2025-11-20 16:00:00,2980,60338300
ANTM.JK,2025-11-21 16:00:00,2910,70438500
ANTM.JK,2025-11-24 16:00:00,2930,77562700
ANTM.JK,2025-11-25 16:00:00,3000,96478900
ANTM.JK,2025-11-26 16:00:00,3030,115088600
ANTM.JK,2025-11-27 16:00:00,3000,59437500
ANTM.JK,2025-11-28 16:00:00,2910,131327000
ANTM.JK,2025-12-01 16:00:00,2990,66998800
ANTM.JK,2025-12-02 16:00:00,2980,62836100
ANTM.JK,2025-12-03 16:00:00,2920,64422400
ANTM.JK,2025-12-04 16:00:00,2900,51907700
ANTM.JK,2025-12-05 16:00:00,2910,45650000
ANTM.JK,2025-12-08 16:00:00,2970,59521000
ANTM.JK,2025-12-09 16:00:00,2920,48402900
ANTM.JK,2025-12-10 16:00:00,2930,50602100
ASII.JK,2025-11-11 16:00:00,6525,43529600
ASII.JK,2025-11-12 16:00:00,6450,37083400
ASII.JK,2025-11-13 16:00:00,6375,21200000
ASII.JK,2025-11-14 16:00:00,6400,23431700
ASII.JK,2025-11-17 16:00:00,6450,40681500
ASII.JK,2025-11-18 16:00:00,6425,27510900
ASII.JK,2025-11-19 16:00:00,6400,45476700
ASII.JK,2025-11-20 16:00:00,6425,30547700
ASII.JK,2025-11-21 16:00:00,6425,43653200
ASII.JK,2025-11-24 16:00:00,6475,71721700
ASII.JK,2025-11-25 16:00:00,6450,20954400
ASII.JK,2025-11-26 16:00:00,6600,29331000
ASII.JK,2025-11-27 16:00:00,6575,23737100
ASII.JK,2025-11-28 16:00:00,6550,38378700
ASII.JK,2025-12-01 16:00:00,6375,38669000
ASII.JK,2025-12-02 16:00:00,6625,53567600
ASII.JK,2025-12-03 16:00:00,6600,24386200
ASII.JK,2025-12-04 16:00:00,6725,38510600
ASII.JK,2025-12-05 16:00:00,6700,67707300
ASII.JK,2025-12-08 16:00:00,6725,38776000
ASII.JK,2025-12-09 16:00:00,6600,38482800
ASII.JK,2025-12-10 16:00:00,6625,34524000
ASRI.JK,2025-11-11 16:00:00,164,13277100
ASRI.JK,2025-11-12 16:00:00,166,18356500
ASRI.JK,2025-11-13 16:00:00,164,11171500
ASRI.JK,2025-11-14 16:00:00,162,8459400
ASRI.JK,2025-11-17 16:00:00,169,26662500
ASRI.JK,2025-11-18 16:00:00,169,121244600
ASRI.JK,2025-11-19 16:00:00,165,27885000
ASRI.JK,2025-11-20 16:00:00,164,9465700
ASRI.JK,2025-11-21 16:00:00,163,6557800
ASRI.JK,2025-11-24 16:00:00,164,16582100
ASRI.JK,2025-11-25 16:00:00,162,9720200
ASRI.JK,2025-11-26 16:00:00,168,28014500
ASRI.JK,2025-11-27 16:00:00,164,20657100
ASRI.JK,2025-11-28 16:00:00,164,9164100
ASRI.JK,2025-12-01 16:00:00,166,9782000
ASRI.JK,2025-12-02 16:00:00,164,8261700
ASRI.JK,2025-12-03 16:00:00,166,43331500
ASRI.JK,2025-12-04 16:00:00,167,25433200
ASRI.JK,2025-12-05 16:00:00,164,11515000
ASRI.JK,2025-12-08 16:00:00,166,10067600
ASRI.JK,2025-12-09 16:00:00,163,28210200
ASRI.JK,2025-12-10 16:00:00,166,22417400
BBCA.JK,2025-11-11 16:00:00,8400,130897600
BBCA.JK,2025-11-12 16:00:00,8500,85415600
BBCA.JK,2025-11-13 16:00:00,8375,104113800
BBCA.JK,2025-11-14 16:00:00,8425,89815300
BBCA.JK,2025-11-17 16:00:00,8575,129411100
BBCA.JK,2025-11-18 16:00:00,8400,119377900
BBCA.JK,2025-11-19 16:00:00,8475,114209700
BBCA.JK,2025-11-20 16:00:00,8425,124087400
BBCA.JK,2025-11-21 16:00:00,8400,103917100
BBCA.JK,2025-11-24 16:00:00,8475,279590600
BBCA.JK,2025-11-25 16:00:00,8500,98807700
BBCA.JK,2025-11-26 16:00:00,8425,77094400
BBCA.JK,2025-11-27 16:00:00,8325,71051300
BBCA.JK,2025-11-28 16:00:00,8275,67559300
BBCA.JK,2025-12-01 16:00:00,8400,76359200
BBCA.JK,2025-12-02 16:00:00,8375,97044000
BBCA.JK,2025-12-03 16:00:00,8300,103550900
BBCA.JK,2025-12-04 16:00:00,8225,71410400
BBCA.JK,2025-12-05 16:00:00,8300,71162300
BBCA.JK,2025-12-08 16:00:00,8300,61745200
BBCA.JK,2025-12-09 16:00:00,8100,113057200
BBCA.JK,2025-12-10 16:00:00,8075,143418300
BBNI.JK,2025-11-11 16:00:00,4420,48792200
BBNI.JK,2025-11-12 16:00:00,4460,35386800
BBNI.JK,2025-11-13 16:00:00,4420,20207300
BBNI.JK,2025-11-14 16:00:00,4390,34602500
BBNI.JK,2025-11-17 16:00:00,4390,28453300
BBNI.JK,2025-11-18 16:00:00,4460,36957300
BBNI.JK,2025-11-19 16:00:00,4460,34300600
BBNI.JK,2025-11-20 16:00:00,4460,54706000
BBNI.JK,2025-11-21 16:00:00,4390,45565700
BBNI.JK,2025-11-24 16:00:00,4390,76652700
BBNI.JK,2025-11-25 16:00:00,4420,36142900
BBNI.JK,2025-11-26 16:00:00,4410,31686100
BBNI.JK,2025-11-27 16:00:00,4350,33618200
BBNI.JK,2025-11-28 16:00:00,4260,40758200
BBNI.JK,2025-12-01 16:00:00,4310,19335100
BBNI.JK,2025-12-02 16:00:00,4270,39091800
BBNI.JK,2025-12-03 16:00:00,4260,28263900
BBNI.JK,2025-12-04 16:00:00,4310,23544900
BBNI.JK,2025-12-05 16:00:00,4290,28877500
BBNI.JK,2025-12-08 16:00:00,4310,28219300
BBNI.JK,2025-12-09 16:00:00,4320,34461400
BBNI.JK,2025-12-10 16:00:00,4310,19908000
BBRI.JK,2025-11-11 16:00:00,3890,179000200
BBRI.JK,2025-11-12 16:00:00,3900,111115400
BBRI.JK,2025-11-13 16:00:00,3870,99373200
BBRI.JK,2025-11-14 16:00:00,3900,100717300
BBRI.JK,2025-11-17 16:00:00,3940,140868100
BBRI.JK,2025-11-18 16:00:00,3970,205257700
BBRI.JK,2025-11-19 16:00:00,4000,107451000
BBRI.JK,2025-11-20 16:00:00,3990,183008400
BBRI.JK,2025-11-21 16:00:00,3960,112666100
BBRI.JK,2025-11-24 16:00:00,3980,262302000
BBRI.JK,2025-11-25 16:00:00,3830,396959100
BBRI.JK,2025-11-26 16:00:00,3790,288419400
BBRI.JK,2025-11-27 16:00:00,3740,283451800
BBRI.JK,2025-11-28 16:00:00,3680,353872800
BBRI.JK,2025-12-01 16:00:00,3670,299669500
BBRI.JK,2025-12-02 16:00:00,3710,277714300
BBRI.JK,2025-12-03 16:00:00,3660,225357100
BBRI.JK,2025-12-04 16:00:00,3690,221121100
BBRI.JK,2025-12-05 16:00:00,3650,156161100
BBRI.JK,2025-12-08 16:00:00,3670,124094700
BBRI.JK,2025-12-09 16:00:00,3680,201089800
BBRI.JK,2025-12-10 16:00:00,3660,172677700
BBTN.JK,2025-11-11 16:00:00,1200,33661200
BBTN.JK,2025-11-12 16:00:00,1210,15669500
BBTN.JK,2025-11-13 16:00:00,1200,17652400
BBTN.JK,2025-11-14 16:00:00,1195,13327200
BBTN.JK,2025-11-17 16:00:00,1210,20744600
BBTN.JK,2025-11-18 16:00:00,1210,22244400
BBTN.JK,2025-11-19 16:00:00,1200,11670700
BBTN.JK,2025-11-20 16:00:00,1200,22734900
BBTN.JK,2025-11-21 16:00:00,1185,27330400
BBTN.JK,2025-11-24 16:00:00,1210,17144300
BBTN.JK,2025-11-25 16:00:00,1200,11451800
BBTN.JK,2025-11-26 16:00:00,1195,11962300
BBTN.JK,2025-11-27 16:00:00,1190,11856200
BBTN.JK,2025-11-28 16:00:00,1195,11676400
BBTN.JK,2025-12-01 16:00:00,1185,13496800
BBTN.JK,2025-12-02 16:00:00,1180,24184200
BBTN.JK,2025-12-03 16:00:00,1180,11352600
BBTN.JK,2025-12-04 16:00:00,1175,12483700
BBTN.JK,2025-12-05 16:00:00,1165,12789900
BBTN.JK,2025-12-08 16:00:00,1150,49463400
BBTN.JK,2025-12-09 16:00:00,1130,48307800
BBTN.JK,2025-12-10 16:00:00,1100,56029800
BMRI.JK,2025-11-11 16:00:00,4680,168794500
BMRI.JK,2025-11-12 16:00:00,4760,138539800
BMRI.JK,2025-11-13 16:00:00,4700,108100300
BMRI.JK,2025-11-14 16:00:00,4750,73479600
BMRI.JK,2025-11-17 16:00:00,4820,136477100
BMRI.JK,2025-11-18 16:00:00,4790,127022100
BMRI.JK,2025-11-19 16:00:00,4850,107585700
BMRI.JK,2025-11-20 16:00:00,4940,234717700
BMRI.JK,2025-11-21 16:00:00,4950,142452600
BMRI.JK,2025-11-24 16:00:00,5100,303252000
BMRI.JK,2025-11-25 16:00:00,5025,169379300
BMRI.JK,2025-11-26 16:00:00,5025,128492000
BMRI.JK,2025-11-27 16:00:00,4860,170213000
BMRI.JK,2025-11-28 16:00:00,4830,128777200
BMRI.JK,2025-12-01 16:00:00,4860,58603700
BMRI.JK,2025-12-02 16:00:00,4850,104013500
BMRI.JK,2025-12-03 16:00:00,4880,102556300
BMRI.JK,2025-12-04 16:00:00,4920,59392600
BMRI.JK,2025-12-05 16:00:00,4900,53969200
BMRI.JK,2025-12-08 16:00:00,4950,62947600
BMRI.JK,2025-12-09 16:00:00,4890,134575200
BMRI.JK,2025-12-10 16:00:00,4970,96005900
BNGA.JK,2025-11-11 16:00:00,1740,1984700
BNGA.JK,2025-11-12 16:00:00,1745,2164500
BNGA.JK,2025-11-13 16:00:00,1745,2922500
BNGA.JK,2025-11-14 16:00:00,1735,1716600
BNGA.JK,2025-11-17 16:00:00,1765,8505500
BNGA.JK,2025-11-18 16:00:00,1820,25967700
BNGA.JK,2025-11-19 16:00:00,1795,6343400
BNGA.JK,2025-11-20 16:00:00,1800,2451900
BNGA.JK,2025-11-21 16:00:00,1790,2979900
BNGA.JK,2025-11-24 16:00:00,1780,3184700
BNGA.JK,2025-11-25 16:00:00,1785,2575200
BNGA.JK,2025-11-26 16:00:00,1785,1953300
BNGA.JK,2025-11-27 16:00:00,1775,1697200
BNGA.JK,2025-11-28 16:00:00,1775,3097400
BNGA.JK,2025-12-01 16:00:00,1765,3113400
BNGA.JK,2025-12-02 16:00:00,1775,5765900
BNGA.JK,2025-12-03 16:00:00,1775,2646000
BNGA.JK,2025-12-04 16:00:00,1780,2656300
BNGA.JK,2025-12-05 16:00:00,1775,1760900
BNGA.JK,2025-12-08 16:00:00,1770,2703500
BNGA.JK,2025-12-09 16:00:00,1760,2505000
BNGA.JK,2025-12-10 16:00:00,1750,3383200
BRIS.JK,2025-11-11 16:00:00,2500,14559300
BRIS.JK,2025-11-12 16:00:00,2480,20964400
BRIS.JK,2025-11-13 16:00:00,2460,20489000
BRIS.JK,2025-11-14 16:00:00,2490,12091100
BRIS.JK,2025-11-17 16:00:00,2480,11211600
BRIS.JK,2025-11-18 16:00:00,2470,9935900
BRIS.JK,2025-11-19 16:00:00,2460,6991600
BRIS.JK,2025-11-20 16:00:00,2450,14356100
BRIS.JK,2025-11-21 16:00:00,2420,22051000
BRIS.JK,2025-11-24 16:00:00,2400,14519100
BRIS.JK,2025-11-25 16:00:00,2390,11256900
BRIS.JK,2025-11-26 16:00:00,2380,6414800
BRIS.JK,2025-11-27 16:00:00,2370,13918800
BRIS.JK,2025-11-28 16:00:00,2340,9237100
BRIS.JK,2025-12-01 16:00:00,2380,10863600
BRIS.JK,2025-12-02 16:00:00,2380,14042800
BRIS.JK,2025-12-03 16:00:00,2340,10767600
BRIS.JK,2025-12-04 16:00:00,2360,10809600
BRIS.JK,2025-12-05 16:00:00,2330,4737900
BRIS.JK,2025-12-08 16:00:00,2330,8581500
BRIS.JK,2025-12-09 16:00:00,2250,25143400
BRIS.JK,2025-12-10 16:00:00,2250,17806000
BRPT.JK,2025-11-11 16:00:00,3530,58774500
BRPT.JK,2025-11-12 16:00:00,3780,294998400
BRPT.JK,2025-11-13 16:00:00,3720,196838200
BRPT.JK,2025-11-14 16:00:00,3780,120503100
BRPT.JK,2025-11-17 16:00:00,3770,88662000
BRPT.JK,2025-11-18 16:00:00,3580,155065500
BRPT.JK,2025-11-19 16:00:00,3500,76949500
BRPT.JK,2025-11-20 16:00:00,3470,55203200
BRPT.JK,2025-11-21 16:00:00,3490,61228900
BRPT.JK,2025-11-24 16:00:00,3500,140999100
BRPT.JK,2025-11-25 16:00:00,3430,118096700
BRPT.JK,2025-11-26 16:00:00,3510,141644200
BRPT.JK,2025-11-27 16:00:00,3600,178728200
BRPT.JK,2025-11-28 16:00:00,3580,64254900
BRPT.JK,2025-12-01 16:00:00,3470,78951200
BRPT.JK,2025-12-02 16:00:00,3500,76271500
BRPT.JK,2025-12-03 16:00:00,3490,63285400
BRPT.JK,2025-12-04 16:00:00,3500,52000400
BRPT.JK,2025-12-05 16:00:00,3500,46752300
BRPT.JK,2025-12-08 16:00:00,3400,101462900
BRPT.JK,2025-12-09 16:00:00,3500,118520700
BRPT.JK,2025-12-10 16:00:00,3720,419284100
BSDE.JK,2025-11-11 16:00:00,975,8294500
BSDE.JK,2025-11-12 16:00:00,960,9141900
BSDE.JK,2025-11-13 16:00:00,960,6385800
BSDE.JK,2025-11-14 16:00:00,960,4440100
BSDE.JK,2025-11-17 16:00:00,985,20404700
BSDE.JK,2025-11-18 16:00:00,980,17734800
BSDE.JK,2025-11-19 16:00:00,955,15984300
BSDE.JK,2025-11-20 16:00:00,945,21450800
BSDE.JK,2025-11-21 16:00:00,950,5152800
BSDE.JK,2025-11-24 16:00:00,940,21599800
BSDE.JK,2025-11-25 16:00:00,940,8308600
BSDE.JK,2025-11-26 16:00:00,940,13158100
BSDE.JK,2025-11-27 16:00:00,935,7682700
BSDE.JK,2025-11-28 16:00:00,940,8758600
BSDE.JK,2025-12-01 16:00:00,960,10369300
BSDE.JK,2025-12-02 16:00:00,950,9567100
BSDE.JK,2025-12-03 16:00:00,955,5398400
BSDE.JK,2025-12-04 16:00:00,950,17318400
BSDE.JK,2025-12-05 16:00:00,945,9196000
BSDE.JK,2025-12-08 16:00:00,945,6995600
BSDE.JK,2025-12-09 16:00:00,930,17000500
BSDE.JK,2025-12-10 16:00:00,935,6011100
BTPS.JK,2025-11-11 16:00:00,1365,6017300
BTPS.JK,2025-11-12 16:00:00,1370,3356400
BTPS.JK,2025-11-13 16:00:00,1375,4805600
BTPS.JK,2025-11-14 16:00:00,1380,3578800
BTPS.JK,2025-11-17 16:00:00,1375,4240800
BTPS.JK,2025-11-18 16:00:00,1375,4345300
BTPS.JK,2025-11-19 16:00:00,1355,4606800
BTPS.JK,2025-11-20 16:00:00,1370,5190600
BTPS.JK,2025-11-21 16:00:00,1360,5154000
BTPS.JK,2025-11-24 16:00:00,1375,5766100
BTPS.JK,2025-11-25 16:00:00,1355,7026300
BTPS.JK,2025-11-26 16:00:00,1360,3811600
BTPS.JK,2025-11-27 16:00:00,1365,4404100
BTPS.JK,2025-11-28 16:00:00,1315,7621800
BTPS.JK,2025-12-01 16:00:00,1360,10448100
BTPS.JK,2025-12-02 16:00:00,1320,6504000
BTPS.JK,2025-12-03 16:00:00,1320,2386100
BTPS.JK,2025-12-04 16:00:00,1300,13780300
BTPS.JK,2025-12-05 16:00:00,1300,4858000
BTPS.JK,2025-12-08 16:00:00,1300,6866800
BTPS.JK,2025-12-09 16:00:00,1240,19257200
BTPS.JK,2025-12-10 16:00:00,1185,31321900
BUKA.JK,2025-11-11 16:00:00,168,125625200
BUKA.JK,2025-11-12 16:00:00,173,243733100
BUKA.JK,2025-11-13 16:00:00,169,164171500
BUKA.JK,2025-11-14 16:00:00,167,128203100
BUKA.JK,2025-11-17 16:00:00,169,75335900
BUKA.JK,2025-11-18 16:00:00,166,113934500
BUKA.JK,2025-11-19 16:00:00,167,119080600
BUKA.JK,2025-11-20 16:00:00,167,55421900
BUKA.JK,2025-11-21 16:00:00,168,142391300
BUKA.JK,2025-11-24 16:00:00,170,193936900
BUKA.JK,2025-11-25 16:00:00,168,185851500
BUKA.JK,2025-11-26 16:00:00,168,58528400
BUKA.JK,2025-11-27 16:00:00,170,119468100
BUKA.JK,2025-11-28 16:00:00,169,88503600
BUKA.JK,2025-12-01 16:00:00,166,99918700
BUKA.JK,2025-12-02 16:00:00,167,102991800
BUKA.JK,2025-12-03 16:00:00,166,87200800
BUKA.JK,2025-12-04 16:00:00,166,86399700
BUKA.JK,2025-12-05 16:00:00,164,82731400
BUKA.JK,2025-12-08 16:00:00,164,132702300
BUKA.JK,2025-12-09 16:00:00,164,184055000
BUKA.JK,2025-12-10 16:00:00,164,176259800
CTRA.JK,2025-11-11 16:00:00,880,34296700
CTRA.JK,2025-11-12 16:00:00,860,61674400
CTRA.JK,2025-11-13 16:00:00,870,16580500
CTRA.JK,2025-11-14 16:00:00,865,12158000
CTRA.JK,2025-11-17 16:00:00,880,14929000
CTRA.JK,2025-11-18 16:00:00,885,25656500
CTRA.JK,2025-11-19 16:00:00,860,14614400
CTRA.JK,2025-11-20 16:00:00,865,14773100
CTRA.JK,2025-11-21 16:00:00,860,7996400
CTRA.JK,2025-11-24 16:00:00,865,19460100
CTRA.JK,2025-11-25 16:00:00,855,17087900
CTRA.JK,2025-11-26 16:00:00,860,19755400
CTRA.JK,2025-11-27 16:00:00,855,14037100
CTRA.JK,2025-11-28 16:00:00,870,13582000
CTRA.JK,2025-12-01 16:00:00,860,10694700
CTRA.JK,2025-12-02 16:00:00,865,10672000
CTRA.JK,2025-12-03 16:00:00,875,20011400
CTRA.JK,2025-12-04 16:00:00,875,8364900
CTRA.JK,2025-12-05 16:00:00,860,8818100
